PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"11682720","Doctor assisted suicide needs to be discussed","","BMJ. 1998 Jul 18;317(7152):214.","","BMJ","1998","2001/10/30","","",""
"9487185","More openness needed in palliative care. Deliberate shortening of life has no part in ethical medical practice","Smith AM.","BMJ. 1998 Jan 31;316(7128):390. doi: 10.1136/bmj.316.7128.390a.","Smith AM","BMJ","1998","1998/03/06","PMC2665560","","10.1136/bmj.316.7128.390a"
"9487184","Racism continues among doctors in Europe","Khan HK.","BMJ. 1998 Jan 31;316(7128):390. doi: 10.1136/bmj.316.7128.390.","Khan HK","BMJ","1998","1998/03/06","PMC2665542","","10.1136/bmj.316.7128.390"
"9487183","Continuing medical education. Global health, global learning","Davis D.","BMJ. 1998 Jan 31;316(7128):385-9. doi: 10.1136/bmj.316.7128.385.","Davis D","BMJ","1998","1998/03/06","PMC2665557","","10.1136/bmj.316.7128.385"
"9487182","How much of the relation between population mortality and unequal distribution of income is a statistical artefact?","Gravelle H.","BMJ. 1998 Jan 31;316(7128):382-5. doi: 10.1136/bmj.316.7128.382.","Gravelle H","BMJ","1998","1998/03/06","PMC2665558","","10.1136/bmj.316.7128.382"
"9487181","The new NHS: from specalist services to special groups. Staff in the NHS","Cockcroft A, Williams S.","BMJ. 1998 Jan 31;316(7128):381. doi: 10.1136/bmj.316.7128.381.","Cockcroft A","BMJ","1998","1998/03/06","PMC2665525","","10.1136/bmj.316.7128.381"
"9487180","The new NHS: from specialist services to special groups. Meeting the needs of black and minority ethnic groups","Free C, McKee M.","BMJ. 1998 Jan 31;316(7128):380. doi: 10.1136/bmj.316.7128.380.","Free C","BMJ","1998","1998/03/06","PMC2665545","","10.1136/bmj.316.7128.380"
"9487179","The new NHS: from specialist services to special groups. Involving clinical professionals in managing and planning services","Atherton ST.","BMJ. 1998 Jan 31;316(7128):379. doi: 10.1136/bmj.316.7128.379.","Atherton ST","BMJ","1998","1998/03/06","PMC2665535","","10.1136/bmj.316.7128.379"
"9487178","The new NHS: from specialist services to special groups. Challenging times for specialist services","Bunch C.","BMJ. 1998 Jan 31;316(7128):378-9. doi: 10.1136/bmj.316.7128.378.","Bunch C","BMJ","1998","1998/03/06","PMC2665550","","10.1136/bmj.316.7128.378"
"9487177","ABC of palliative care. Care in the community","O'Neill B, Rodway A.","BMJ. 1998 Jan 31;316(7128):373-7. doi: 10.1136/bmj.316.7128.373.","O'Neill B","BMJ","1998","1998/03/06","PMC2665549","","10.1136/bmj.316.7128.373"
"9487176","Fortnightly review. Diagnosis and treatment of Ménière's disease","Saeed SR.","BMJ. 1998 Jan 31;316(7128):368-72. doi: 10.1136/bmj.316.7128.368.","Saeed SR","BMJ","1998","1998/03/06","PMC2665527","","10.1136/bmj.316.7128.368"
"9487175","Physicians' attitudes toward evidence based obstetric practice: a questionnaire survey","Olatunbosun OA, Edouard L, Pierson RA.","BMJ. 1998 Jan 31;316(7128):365-6. doi: 10.1136/bmj.316.7128.365.","Olatunbosun OA","BMJ","1998","1998/03/06","PMC2665531","","10.1136/bmj.316.7128.365"
"9487174","General practitioner's perceptions of the route to evidence based medicine: a questionnaire survey","McColl A, Smith H, White P, Field J.","BMJ. 1998 Jan 31;316(7128):361-5. doi: 10.1136/bmj.316.7128.361.","McColl A","BMJ","1998","1998/03/06","PMC2665572","","10.1136/bmj.316.7128.361"
"9487173","Understanding controlled trials. What is a patient preference trial?","Torgerson DJ, Sibbald B.","BMJ. 1998 Jan 31;316(7128):360. doi: 10.1136/bmj.316.7128.360.","Torgerson DJ","BMJ","1998","1998/03/06","PMC2665528","","10.1136/bmj.316.7128.360"
"9487172","Systematic review of randomised controlled trials of interventions for painful shoulder: selection criteria, outcome assessment, and efficacy","Green S, Buchbinder R, Glazier R, Forbes A.","BMJ. 1998 Jan 31;316(7128):354-60. doi: 10.1136/bmj.316.7128.354.","Green S","BMJ","1998","1998/03/06","PMC2665551","","10.1136/bmj.316.7128.354"
"9487171","Management of suspected myocardial infarction before admission: updated audit","Prasad N, Srikanthan VS, Wright A, Dunn FG.","BMJ. 1998 Jan 31;316(7128):353. doi: 10.1136/bmj.316.7128.353.","Prasad N","BMJ","1998","1998/03/06","PMC2665554","","10.1136/bmj.316.7128.353"
"9487170","Opportunistic screening for chlamydial infection at time of cervical smear testing in general practice: prevalence study","Oakeshott P, Kerry S, Hay S, Hay P.","BMJ. 1998 Jan 31;316(7128):351-2. doi: 10.1136/bmj.316.7128.351.","Oakeshott P","BMJ","1998","1998/03/06","PMC2665566","","10.1136/bmj.316.7128.351"
"9487169","Home sampling versus conventional contact tracing for detecting Chlamydia trachomatis infection in male partners of infected women: randomised study","Andersen B, Ostergaard L, Møller JK, Olesen F.","BMJ. 1998 Jan 31;316(7128):350-1. doi: 10.1136/bmj.316.7128.350.","Andersen B","BMJ","1998","1998/03/06","PMC2665537","","10.1136/bmj.316.7128.350"
"9487168","Clinical experience, performance in final examinations, and learning style in medical students: prospective study","McManus IC, Richards P, Winder BC, Sproston KA.","BMJ. 1998 Jan 31;316(7128):345-50. doi: 10.1136/bmj.316.7128.345.","McManus IC","BMJ","1998","1998/03/06","PMC2665541","","10.1136/bmj.316.7128.345"
"9487167","Unlicensed and off label drug use in paediatric wards: prospective study","Turner S, Longworth A, Nunn AJ, Choonara I.","BMJ. 1998 Jan 31;316(7128):343-5. doi: 10.1136/bmj.316.7128.343.","Turner S","BMJ","1998","1998/03/06","PMC2665567","","10.1136/bmj.316.7128.343"
"9487166","Epilepsy in young people: 23 year follow up of the British national child development study","Kurtz Z, Tookey P, Ross E.","BMJ. 1998 Jan 31;316(7128):339-42. doi: 10.1136/bmj.316.7128.339.","Kurtz Z","BMJ","1998","1998/03/06","PMC2665562","","10.1136/bmj.316.7128.339"
"9487165","Quantitative systematic review of topically applied non-steroidal anti-inflammatory drugs","Moore RA, Tramèr MR, Carroll D, Wiffen PJ, McQuay HJ.","BMJ. 1998 Jan 31;316(7128):333-8. doi: 10.1136/bmj.316.7128.333.","Moore RA","BMJ","1998","1998/03/06","PMC2665568","","10.1136/bmj.316.7128.333"
"9487164","Deaths from heroin overdose are preventable","Abbasi K.","BMJ. 1998 Jan 31;316(7128):331. doi: 10.1136/bmj.316.7128.327i.","Abbasi K","BMJ","1998","1998/03/06","PMC2665570","","10.1136/bmj.316.7128.327i"
"9487163","Tobacco company targeted marketing campaign at teenagers","Josefson D.","BMJ. 1998 Jan 31;316(7128):330.","Josefson D","BMJ","1998","1998/03/06","PMC2665532","",""
"9487162","Italy starts trials for controversial cancer treatment","Turone F.","BMJ. 1998 Jan 31;316(7128):327. doi: 10.1136/bmj.316.7128.327a.","Turone F","BMJ","1998","1998/03/06","PMC2665539","","10.1136/bmj.316.7128.327a"
"9487161","Trends in facial injury","Magennis P, Shepherd J, Hutchison I, Brown A.","BMJ. 1998 Jan 31;316(7128):325-6. doi: 10.1136/bmj.316.7128.325a.","Magennis P","BMJ","1998","1998/03/06","PMC2665530","","10.1136/bmj.316.7128.325a"
"9487160","Chinese avian influenza","Walker E, Christie P.","BMJ. 1998 Jan 31;316(7128):325. doi: 10.1136/bmj.316.7128.325.","Walker E","BMJ","1998","1998/03/06","PMC2665563","","10.1136/bmj.316.7128.325"
"9487159","Research in general practice","Olesen F.","BMJ. 1998 Jan 31;316(7128):324. doi: 10.1136/bmj.316.7128.324.","Olesen F","BMJ","1998","1998/03/06","PMC2665534","","10.1136/bmj.316.7128.324"
"9487158","Linking education, research, and service in general practice","Wallace P, Drage S, Jackson N.","BMJ. 1998 Jan 31;316(7128):323. doi: 10.1136/bmj.316.7128.323.","Wallace P","BMJ","1998","1998/03/06","PMC2665526","","10.1136/bmj.316.7128.323"
"9487157","Measuring performance in the NHS","McKee M, Sheldon T.","BMJ. 1998 Jan 31;316(7128):322. doi: 10.1136/bmj.316.7128.322.","McKee M","BMJ","1998","1998/03/06","PMC2665553","","10.1136/bmj.316.7128.322"
"9487156","Research in support of tobacco control","Samet JM, Taylor CE, Becker KM, Yach D.","BMJ. 1998 Jan 31;316(7128):321. doi: 10.1136/bmj.316.7128.321.","Samet JM","BMJ","1998","1998/03/06","PMC2665543","","10.1136/bmj.316.7128.321"
"9472549","Test accuracy is example of redundant information","Henderson AR.","BMJ. 1998 Jan 24;316(7127):312. doi: 10.1136/bmj.316.7127.312b.","Henderson AR","BMJ","1998","1998/02/24","PMC2665521","","10.1136/bmj.316.7127.312b"
"9472548","Misuse of illicit drugs. Authors overestimated number of teenagers dying from misusing volatile substances","Taylor JC, Bland JM, Anderson HR.","BMJ. 1998 Jan 24;316(7127):312. doi: 10.1136/bmj.316.7127.312a.","Taylor JC","BMJ","1998","1998/02/24","PMC2665480","","10.1136/bmj.316.7127.312a"
"9472547","Research ethics committees must ensure registration of research and accessibility of results","Blunt J.","BMJ. 1998 Jan 24;316(7127):312. doi: 10.1136/bmj.316.7127.312.","Blunt J","BMJ","1998","1998/02/24","PMC2665469","","10.1136/bmj.316.7127.312"
"9472546","Meta-analysis and the meta-epidemiology of clinical research. Comments on paper by author of editorial were unwarranted","Le Lorier J, Grégoire G.","BMJ. 1998 Jan 24;316(7127):311-2.","Le Lorier J","BMJ","1998","1998/02/24","PMC2665491","",""
"9472545","Meta-analysis and the meta-epidemiology of clinical research. Registration of trials should be required by editors and registering agencies","Julian D.","BMJ. 1998 Jan 24;316(7127):311. doi: 10.1136/bmj.316.7127.311b.","Julian D","BMJ","1998","1998/02/24","PMC2665475","","10.1136/bmj.316.7127.311b"
"9472544","Several assays show hepatitis B positivity soon after vaccination","Dow BC, Munro H, Frame D, Yates P.","BMJ. 1998 Jan 24;316(7127):311. doi: 10.1136/bmj.316.7127.311a.","Dow BC","BMJ","1998","1998/02/24","PMC2665489","","10.1136/bmj.316.7127.311a"
"9472543","Clinical benefit must not be confused with cost benefit","Rawlins MD, Breckenridge AM.","BMJ. 1998 Jan 24;316(7127):310-1. doi: 10.1136/bmj.316.7127.311.","Rawlins MD","BMJ","1998","1998/02/24","PMC2665476","","10.1136/bmj.316.7127.311"
"9472542","Why the BMJ needs data on doctors. BMA must sometimes make uncommercial decisions","Jones M.","BMJ. 1998 Jan 24;316(7127):310.","Jones M","BMJ","1998","1998/02/24","PMC2665500","",""
"9472541","Why the BMJ needs data on doctors. Doctors should be able to have full information on details being rented","Lewis C, Clarke F.","BMJ. 1998 Jan 24;316(7127):310. doi: 10.1136/bmj.316.7127.310a.","Lewis C","BMJ","1998","1998/02/24","PMC2665501","","10.1136/bmj.316.7127.310a"
"9472540","Registration exists for counsellors and psychotherapists","Tantam D.","BMJ. 1998 Jan 24;316(7127):309-10. doi: 10.1136/bmj.316.7127.310.","Tantam D","BMJ","1998","1998/02/24","PMC2665522","","10.1136/bmj.316.7127.310"
"9472539","Managing established coronary heart disease. Practice teams need support in organising pharmacological and lifestyle interventions","Feder G, Griffiths C.","BMJ. 1998 Jan 24;316(7127):309.","Feder G","BMJ","1998","1998/02/24","PMC2665473","",""
"9472538","Managing established coronary heart disease. Coronary heart disease should be recognised as chronic progressive condition","Bethell H.","BMJ. 1998 Jan 24;316(7127):309.","Bethell H","BMJ","1998","1998/02/24","PMC2665519","",""
"9472537","Abdominal obesity and disease are linked to social position","Brunner E, Juneja M, Marmot M.","BMJ. 1998 Jan 24;316(7127):308-9. doi: 10.1136/bmj.316.7127.308a.","Brunner E","BMJ","1998","1998/02/24","PMC2665498","","10.1136/bmj.316.7127.308a"
"9472536","Long-term alpha tocopherol may yet prolong life","Mitchinson M.","BMJ. 1998 Jan 24;316(7127):308. doi: 10.1136/bmj.316.7127.308.","Mitchinson M","BMJ","1998","1998/02/24","PMC2665477","","10.1136/bmj.316.7127.308"
"9472535","Drug treatment of depression. Continuing antidepressants indefinitely after first episode of depression risks devaluing them","Paykel ES.","BMJ. 1998 Jan 24;316(7127):308.","Paykel ES","BMJ","1998","1998/02/24","PMC2665478","",""
"9472534","Drug treatment of depression. Citalopram in overdose may result in serious morbidity and death","Power A.","BMJ. 1998 Jan 24;316(7127):307-8. doi: 10.1136/bmj.316.7127.307c.","Power A","BMJ","1998","1998/02/24","PMC2665483","","10.1136/bmj.316.7127.307c"
"9472533","Candidate for WHO post explains his view further","Rafei UM.","BMJ. 1998 Jan 24;316(7127):307. doi: 10.1136/bmj.316.7127.307b.","Rafei UM","BMJ","1998","1998/02/24","PMC2665471","","10.1136/bmj.316.7127.307b"
"9472532","Antenatal screening for HIV would have considerable resource implications","Hamilton SE, Beeching NJ, Kirkpatrick U, Patel AG.","BMJ. 1998 Jan 24;316(7127):307. doi: 10.1136/bmj.316.7127.307a.","Hamilton SE","BMJ","1998","1998/02/24","PMC2665513","","10.1136/bmj.316.7127.307a"
"9472531","Agencies need to work together on general practitioner staffing","Leigh M.","BMJ. 1998 Jan 24;316(7127):306-7. doi: 10.1136/bmj.316.7127.307.","Leigh M","BMJ","1998","1998/02/24","PMC2665505","","10.1136/bmj.316.7127.307"
"9472530","Future of vascular services. A strategy is needed","Cameron A.","BMJ. 1998 Jan 24;316(7127):306.","Cameron A","BMJ","1998","1998/02/24","PMC2665523","",""
"9472529","Future of vascular services. The hub and spoke arrangement has failed us","Chant AD.","BMJ. 1998 Jan 24;316(7127):306.","Chant AD","BMJ","1998","1998/02/24","PMC2665516","",""
"9472528","Future of vascular services. Doctors should inform the public about choices","Brown C.","BMJ. 1998 Jan 24;316(7127):306.","Brown C","BMJ","1998","1998/02/24","PMC2665499","",""
"9472527","Future of vascular services. Care of patients goes beyond surgery","Ruckley CV.","BMJ. 1998 Jan 24;316(7127):305; author reply 306.","Ruckley CV","BMJ","1998","1998/02/24","PMC2665484","",""
"9472526","Future of vascular services. Concessions on all sides are needed","Marston A.","BMJ. 1998 Jan 24;316(7127):305; author reply 306.","Marston A","BMJ","1998","1998/02/24","PMC2665494","",""
"9472525","Changes in health care and continuing medical education for the 21st century","Towle A.","BMJ. 1998 Jan 24;316(7127):301-4. doi: 10.1136/bmj.316.7127.301.","Towle A","BMJ","1998","1998/02/24","PMC2665517","","10.1136/bmj.316.7127.301"
"9472524","The new NHS: commentaries on the white paper. Encouraging responsibility: different paths to accountability. From health care to health","Griffiths S.","BMJ. 1998 Jan 24;316(7127):300-1. doi: 10.1136/bmj.316.7127.300.","Griffiths S","BMJ","1998","1998/02/24","PMC2665495","","10.1136/bmj.316.7127.300"
"9472523","The new NHS: commentaries on the white paper. Encouraging responsibility: different paths to accountability. Guidelines and quality of clinical services in the new NHS","Kleijnen J, Bonsel G.","BMJ. 1998 Jan 24;316(7127):299-300. doi: 10.1136/bmj.316.7127.299.","Kleijnen J","BMJ","1998","1998/02/24","PMC2665474","","10.1136/bmj.316.7127.299"
"9472522","The new NHS: commentaries on the white paper. Encouraging responsibility: different paths to accountability. Will improved clinical information help realise the new NHS?","Wyatt JC.","BMJ. 1998 Jan 24;316(7127):298-9. doi: 10.1136/bmj.316.7127.298.","Wyatt JC","BMJ","1998","1998/02/24","PMC2665467","","10.1136/bmj.316.7127.298"
"9472521","The new NHS: commentaries on the white paper. Encouraging responsibility: different paths the accountability. Clinical governance: fine words or action?","Black N.","BMJ. 1998 Jan 24;316(7127):297-8. doi: 10.1136/bmj.316.7127.297.","Black N","BMJ","1998","1998/02/24","PMC2665504","","10.1136/bmj.316.7127.297"
"9472520","The new NHS: commentaries on the white paper. Encouraging responsibility: different paths to accountability. Counting and accounting in the NHS","Shapiro J.","BMJ. 1998 Jan 24;316(7127):296-7. doi: 10.1136/bmj.316.7127.296.","Shapiro J","BMJ","1998","1998/02/24","PMC2665509","","10.1136/bmj.316.7127.296"
"9472519","Commentary: promoting testing is no substitute for recognising risk","Gill N.","BMJ. 1998 Jan 24;316(7127):295-6. doi: 10.1136/bmj.316.7127.295.","Gill N","BMJ","1998","1998/02/24","PMC2665482","","10.1136/bmj.316.7127.295"
"9472518","HIV testing and HIV prevention in Sweden","Danziger R.","BMJ. 1998 Jan 24;316(7127):293-5. doi: 10.1136/bmj.316.7127.293.","Danziger R","BMJ","1998","1998/02/24","PMC2665493","","10.1136/bmj.316.7127.293"
"9472517","From exceptionalism to normalisation: a reappraisal of attitudes and practice around HIV testing","De Cock KM, Johnson AM.","BMJ. 1998 Jan 24;316(7127):290-3. doi: 10.1136/bmj.316.7127.290.","De Cock KM","BMJ","1998","1998/02/24","PMC2665487","","10.1136/bmj.316.7127.290"
"9472516","ABC of palliative care. Non-malignant conditions","O'Brien T, Welsh J, Dunn FG.","BMJ. 1998 Jan 24;316(7127):286-9. doi: 10.1136/bmj.316.7127.286.","O'Brien T","BMJ","1998","1998/02/24","PMC2665479","","10.1136/bmj.316.7127.286"
"9472515","What are pragmatic trials?","Roland M, Torgerson DJ.","BMJ. 1998 Jan 24;316(7127):285. doi: 10.1136/bmj.316.7127.285.","Roland M","BMJ","1998","1998/02/24","PMC2665488","","10.1136/bmj.316.7127.285"
"9472514","Treatment of myocardial infarction","Gershlick AH, More RS.","BMJ. 1998 Jan 24;316(7127):280-4. doi: 10.1136/bmj.316.7127.280.","Gershlick AH","BMJ","1998","1998/02/24","PMC2665497","","10.1136/bmj.316.7127.280"
"9472513","Recognising meningococcal disease in primary care: qualitative study of how general practitioners process clinical and contextual information","Granier S, Owen P, Pill R, Jacobson L.","BMJ. 1998 Jan 24;316(7127):276-9. doi: 10.1136/bmj.316.7127.276.","Granier S","BMJ","1998","1998/02/24","PMC2665512","","10.1136/bmj.316.7127.276"
"9472512","Prospective comparative study of culture specimens and methods in diagnosing influenza in adults","Schmid ML, Kudesia G, Wake S, Read RC.","BMJ. 1998 Jan 24;316(7127):275. doi: 10.1136/bmj.316.7127.275.","Schmid ML","BMJ","1998","1998/02/24","PMC2665515","","10.1136/bmj.316.7127.275"
"9472511","Questionnaire survey of thrombolytic treatment in accident and emergency departments in the United Kingdom","Hood S, Birnie D, Swan L, Hillis WS.","BMJ. 1998 Jan 24;316(7127):274. doi: 10.1136/bmj.316.7127.274.","Hood S","BMJ","1998","1998/02/24","PMC2665511","","10.1136/bmj.316.7127.274"
"9472510","Does uptake of antenatal HIV testing depend on the individual midwife? Cross sectional study","Jones S, Sadler T, Low N, Blott M, Welch J.","BMJ. 1998 Jan 24;316(7127):272-3. doi: 10.1136/bmj.316.7127.272.","Jones S","BMJ","1998","1998/02/24","PMC2665508","","10.1136/bmj.316.7127.272"
