PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"4635028","Technic of lumbar puncture","Vandam LD.","N Engl J Med. 1972 Dec 28;287(26):1358. doi: 10.1056/NEJM197212282872621.","Vandam LD","N Engl J Med","1972","1972/12/28","","","10.1056/NEJM197212282872621"
"5481787","Scalp tourniquet to lessen alopecia after vincristine","O'Brien R, Zelson JH, Schwartz AD, Pearson HA.","N Engl J Med. 1970 Dec 24;283(26):1469. doi: 10.1056/NEJM197012242832621.","O'Brien R","N Engl J Med","1970","1970/12/24","","","10.1056/NEJM197012242832621"
"5481786","Treatment of vitamin D intoxication","Favus MJ.","N Engl J Med. 1970 Dec 24;283(26):1468-9.","Favus MJ","N Engl J Med","1970","1970/12/24","","",""
"5481785","No smallpox in Vietnam","Lane JM.","N Engl J Med. 1970 Dec 24;283(26):1468. doi: 10.1056/nejm197012242832618.","Lane JM","N Engl J Med","1970","1970/12/24","","","10.1056/nejm197012242832618"
"5481784","Yersinia enterocolitica","Sonnenwirth AC, Weaver RE.","N Engl J Med. 1970 Dec 24;283(26):1468. doi: 10.1056/NEJM197012242832619.","Sonnenwirth AC","N Engl J Med","1970","1970/12/24","","","10.1056/NEJM197012242832619"
"5481783","Sedimentation rate: normal values","Solomon SD.","N Engl J Med. 1970 Dec 24;283(26):1466. doi: 10.1056/nejm197012242832615.","Solomon SD","N Engl J Med","1970","1970/12/24","","","10.1056/nejm197012242832615"
"5481782","Measurement of fibrinogen degradation products","Cohen RJ.","N Engl J Med. 1970 Dec 24;283(26):1465-6. doi: 10.1056/NEJM197012242832614.","Cohen RJ","N Engl J Med","1970","1970/12/24","","","10.1056/NEJM197012242832614"
"5481781","Interactions of other hemoglobin variants with sickle-cell hemoglobin","Ranney HM.","N Engl J Med. 1970 Dec 24;283(26):1462-3. doi: 10.1056/NEJM197012242832610.","Ranney HM","N Engl J Med","1970","1970/12/24","","","10.1056/NEJM197012242832610"
"5481780","Case records of the Massachusetts General Hospital. Weekly clinicopathological exercises. Case 52-1970","","N Engl J Med. 1970 Dec 24;283(26):1452-61. doi: 10.1056/NEJM197012242832609.","","N Engl J Med","1970","1970/12/24","","","10.1056/NEJM197012242832609"
"5481779","Hyperchlorhydria and hyperhistaminemia in a patient with systemic mastocytosis","Keller RT, Roth HP.","N Engl J Med. 1970 Dec 24;283(26):1449-50. doi: 10.1056/NEJM197012242832607.","Keller RT","N Engl J Med","1970","1970/12/24","","","10.1056/NEJM197012242832607"
"5481778","Radar-induced failure of a demand pacemaker","Yatteau RF.","N Engl J Med. 1970 Dec 24;283(26):1447-8. doi: 10.1056/NEJM197012242832606.","Yatteau RF","N Engl J Med","1970","1970/12/24","","","10.1056/NEJM197012242832606"
"5481777","Glucose homeostasis in viral hepatitis","Felig P, Brown WV, Levine RA, Klatskin G.","N Engl J Med. 1970 Dec 24;283(26):1436-40. doi: 10.1056/NEJM197012242832604.","Felig P","N Engl J Med","1970","1970/12/24","","","10.1056/NEJM197012242832604"
"5481776","Stimulation of human-growth-hormone secretion by L-dopa","Boyd AE 3rd, Lebovitz HE, Pfeiffer JB.","N Engl J Med. 1970 Dec 24;283(26):1425-9. doi: 10.1056/NEJM197012242832602.","Boyd AE 3rd","N Engl J Med","1970","1970/12/24","","","10.1056/NEJM197012242832602"
"5481775","Hemoglobin O arab in four negro families and its interaction with hemoglobin S and hemoglobin C","Milner PF, Miller C, Grey R, Seakins M, DeJong WW, Went LN.","N Engl J Med. 1970 Dec 24;283(26):1417-25. doi: 10.1056/NEJM197012242832601.","Milner PF","N Engl J Med","1970","1970/12/24","","","10.1056/NEJM197012242832601"
"4991513","Relative frequency of the Hurler and Hunter syndromes","","N Engl J Med. 1970 Dec 24;283(26):1466-8. doi: 10.1056/NEJM197012242832616.","","N Engl J Med","1970","1970/12/24","","","10.1056/NEJM197012242832616"
"4921312","Revival of an old battle: intermittent vs. continuous positive-pressure breathing","Lenfant C.","N Engl J Med. 1970 Dec 24;283(26):1463-4. doi: 10.1056/NEJM197012242832611.","Lenfant C","N Engl J Med","1970","1970/12/24","","","10.1056/NEJM197012242832611"
"4921311","Transplantation of a kidney from a patient with idiopathic hypercalciuria","Finn WF, Cerilli GJ, Ferris TF.","N Engl J Med. 1970 Dec 24;283(26):1450-1. doi: 10.1056/NEJM197012242832608.","Finn WF","N Engl J Med","1970","1970/12/24","","","10.1056/NEJM197012242832608"
"4921310","Continuous positive-pressure ventilation in acute respiratory failure","Kumar A, Falke KJ, Geffin B, Aldredge CF, Laver MB, Lowenstein E, Pontoppidan H.","N Engl J Med. 1970 Dec 24;283(26):1430-6. doi: 10.1056/NEJM197012242832603.","Kumar A","N Engl J Med","1970","1970/12/24","","","10.1056/NEJM197012242832603"
"4098222","Prenatal genetic diagnosis (second of three parts)","Milunsky A, Littlefield JW, Kanfer JN, Kolodny EH, Shih VE, Atkins L.","N Engl J Med. 1970 Dec 24;283(26):1441-7. doi: 10.1056/NEJM197012242832605.","Milunsky A","N Engl J Med","1970","1970/12/24","","","10.1056/NEJM197012242832605"
"5481774","Gifts and medical care","","N Engl J Med. 1970 Dec 17;283(25):1414-5.","","N Engl J Med","1970","1970/12/17","","",""
"5481773","War in spite of good deeds","Rothstein E.","N Engl J Med. 1970 Dec 17;283(25):1414. doi: 10.1056/nejm197012172832527.","Rothstein E","N Engl J Med","1970","1970/12/17","","","10.1056/nejm197012172832527"
"5481772","Forensic sciences","Eckert WG.","N Engl J Med. 1970 Dec 17;283(25):1414. doi: 10.1056/NEJM197012172832528.","Eckert WG","N Engl J Med","1970","1970/12/17","","","10.1056/NEJM197012172832528"
"5481771","Smoking and flying","Scheinberg IH.","N Engl J Med. 1970 Dec 17;283(25):1413-4. doi: 10.1056/nejm197012172832525.","Scheinberg IH","N Engl J Med","1970","1970/12/17","","","10.1056/nejm197012172832525"
"5481770","Smokers, help yourselves","Cooper SF.","N Engl J Med. 1970 Dec 17;283(25):1413.","Cooper SF","N Engl J Med","1970","1970/12/17","","",""
"5481769","Physician liberation units system","Langdon DE, Leeper CK.","N Engl J Med. 1970 Dec 17;283(25):1413. doi: 10.1056/nejm197012172832523.","Langdon DE","N Engl J Med","1970","1970/12/17","","","10.1056/nejm197012172832523"
"5481768","Implications of ""unco-operative""","Silberstein EB.","N Engl J Med. 1970 Dec 17;283(25):1413.","Silberstein EB","N Engl J Med","1970","1970/12/17","","",""
"5481767","Unsolicited food additives","Spodlick DH.","N Engl J Med. 1970 Dec 17;283(25):1412-3. doi: 10.1056/nejm197012172832521.","Spodlick DH","N Engl J Med","1970","1970/12/17","","","10.1056/nejm197012172832521"
"5481766","Myopia","Lawrence T.","N Engl J Med. 1970 Dec 17;283(25):1412. doi: 10.1056/NEJM197012172832520.","Lawrence T","N Engl J Med","1970","1970/12/17","","","10.1056/NEJM197012172832520"
"5481765","Elevated serum alkaline phosphatase levels in epilepsy during diphenylhydantoin therapy","Kazamatsuri H.","N Engl J Med. 1970 Dec 17;283(25):1411-2. doi: 10.1056/NEJM197012172832518.","Kazamatsuri H","N Engl J Med","1970","1970/12/17","","","10.1056/NEJM197012172832518"
"5481764","Insulin levels in hereditary ataxias","Joffe BI, Segal I, Keller P.","N Engl J Med. 1970 Dec 17;283(25):1410-1. doi: 10.1056/nejm197012172832517.","Joffe BI","N Engl J Med","1970","1970/12/17","","","10.1056/nejm197012172832517"
"5481763","Granulomas in Hodgkin's disease","Goldman RL.","N Engl J Med. 1970 Dec 17;283(25):1410. doi: 10.1056/nejm197012172832515.","Goldman RL","N Engl J Med","1970","1970/12/17","","","10.1056/nejm197012172832515"
"5481762","Screening programs","Daughaday WH, Erickson MM, White W.","N Engl J Med. 1970 Dec 17;283(25):1410. doi: 10.1056/NEJM197012172832516.","Daughaday WH","N Engl J Med","1970","1970/12/17","","","10.1056/NEJM197012172832516"
"5481761","The future of medicine","","N Engl J Med. 1970 Dec 17;283(25):1407-9. doi: 10.1056/NEJM197012172832512.","","N Engl J Med","1970","1970/12/17","","","10.1056/NEJM197012172832512"
"5481760","What's new in pku","Knox WE.","N Engl J Med. 1970 Dec 17;283(25):1404-5. doi: 10.1056/NEJM197012172832510.","Knox WE","N Engl J Med","1970","1970/12/17","","","10.1056/NEJM197012172832510"
"5481759","Medicare deadlock in Quebec","Bates DV.","N Engl J Med. 1970 Dec 17;283(25):1402-4. doi: 10.1056/NEJM197012172832509.","Bates DV","N Engl J Med","1970","1970/12/17","","","10.1056/NEJM197012172832509"
"5481758","Case records of the Massachusetts General Hospital. Weekley clinicopathological exercises. Case 51-1970","","N Engl J Med. 1970 Dec 17;283(25):1392-401. doi: 10.1056/NEJM197012172832508.","","N Engl J Med","1970","1970/12/17","","","10.1056/NEJM197012172832508"
"5481757","Circulatory assistance and emergency direct coronary-artery surgery for shock complicating acute myocardial infarction","Mundth ED, Yurchak PM, Buckley MJ, Leinbach RC, Kantrowitz A, Austen WG.","N Engl J Med. 1970 Dec 17;283(25):1382-4. doi: 10.1056/NEJM197012172832506.","Mundth ED","N Engl J Med","1970","1970/12/17","","","10.1056/NEJM197012172832506"
"5481756","Role of the emergency unit in a community hospital","Kunian L.","N Engl J Med. 1970 Dec 17;283(25):1367-70. doi: 10.1056/NEJM197012172832504.","Kunian L","N Engl J Med","1970","1970/12/17","","","10.1056/NEJM197012172832504"
"5481755","Glutamine in the phenylketonuric central nervous system","McKean CM, Peterson NA.","N Engl J Med. 1970 Dec 17;283(25):1364-7. doi: 10.1056/NEJM197012172832503.","McKean CM","N Engl J Med","1970","1970/12/17","","","10.1056/NEJM197012172832503"
"5481754","Gallbladder disease in pima indians. Demonstration of high prevalence and early onset by cholecystography","Sampliner RE, Bennett PH, Comess LJ, Rose FA, Burch TA.","N Engl J Med. 1970 Dec 17;283(25):1358-64. doi: 10.1056/NEJM197012172832502.","Sampliner RE","N Engl J Med","1970","1970/12/17","","","10.1056/NEJM197012172832502"
"4991512","Primary drug-resistant tuberculosis. Report of an outbreak","Steiner M, Chaves AD, Lyons HA, Steiner P, Portugaleza C.","N Engl J Med. 1970 Dec 17;283(25):1353-8. doi: 10.1056/NEJM197012172832501.","Steiner M","N Engl J Med","1970","1970/12/17","","","10.1056/NEJM197012172832501"
"4921309","Streptomycin resistance and the study of ribosomal structure and function","Davis BD.","N Engl J Med. 1970 Dec 17;283(25):1405-7. doi: 10.1056/NEJM197012172832511.","Davis BD","N Engl J Med","1970","1970/12/17","","","10.1056/NEJM197012172832511"
"4921308","Hospital-acquired infections","Feingold DS.","N Engl J Med. 1970 Dec 17;283(25):1384-91. doi: 10.1056/NEJM197012172832507.","Feingold DS","N Engl J Med","1970","1970/12/17","","","10.1056/NEJM197012172832507"
"4921307","Prenatal genetic diagnosis. I","Milunsky A, Littlefield JW, Kanfer JN, Kolodny EH, Shih VE, Atkins L.","N Engl J Med. 1970 Dec 17;283(25):1370-81. doi: 10.1056/NEJM197012172832505.","Milunsky A","N Engl J Med","1970","1970/12/17","","","10.1056/NEJM197012172832505"
"5536383","Case records of the Massachusetts General Hospital. Weekly clinicopathological exercises. Case 50-1970","","N Engl J Med. 1970 Dec 10;283(24):1332-9. doi: 10.1056/NEJM197012102832409.","","N Engl J Med","1970","1970/12/10","","","10.1056/NEJM197012102832409"
"5482490","Nearly 100 pills per day","Henderson FW.","N Engl J Med. 1970 Dec 10;283(24):1350. doi: 10.1056/NEJM197012102832425.","Henderson FW","N Engl J Med","1970","1970/12/10","","","10.1056/NEJM197012102832425"
"5478465","Doing something about amphetamines","Yellen B.","N Engl J Med. 1970 Dec 10;283(24):1349-50. doi: 10.1056/nejm197012102832423.","Yellen B","N Engl J Med","1970","1970/12/10","","","10.1056/nejm197012102832423"
"5478464","Methadone for the pentazocine-dependent patient","Raskin NN.","N Engl J Med. 1970 Dec 10;283(24):1349. doi: 10.1056/NEJM197012102832422.","Raskin NN","N Engl J Med","1970","1970/12/10","","","10.1056/NEJM197012102832422"
"5478463","Lymphocytic cytotoxins in wasting syndrome","Shullenberger CC, Sinkovics JG.","N Engl J Med. 1970 Dec 10;283(24):1348-9.","Shullenberger CC","N Engl J Med","1970","1970/12/10","","",""
"5478462","Aspergillosis with aflatoxicosis","Eisenberg HW.","N Engl J Med. 1970 Dec 10;283(24):1348. doi: 10.1056/NEJM197012102832421.","Eisenberg HW","N Engl J Med","1970","1970/12/10","","","10.1056/NEJM197012102832421"
"5478461","Pleural effusions in nonbacterial pneumonias","George RB.","N Engl J Med. 1970 Dec 10;283(24):1346-7. doi: 10.1056/nejm197012102832418.","George RB","N Engl J Med","1970","1970/12/10","","","10.1056/nejm197012102832418"
"5478460","Accumulated antihemophilic globulin","Schumacher HR, Rismiller RW, Wetzler WH.","N Engl J Med. 1970 Dec 10;283(24):1346. doi: 10.1056/NEJM197012102832417.","Schumacher HR","N Engl J Med","1970","1970/12/10","","","10.1056/NEJM197012102832417"
"5478459","""No-load"" warfarin therapy","Udall JA.","N Engl J Med. 1970 Dec 10;283(24):1345-6.","Udall JA","N Engl J Med","1970","1970/12/10","","",""
"5478458","Humanity in medicine","","N Engl J Med. 1970 Dec 10;283(24):1345. doi: 10.1056/NEJM197012102832416.","","N Engl J Med","1970","1970/12/10","","","10.1056/NEJM197012102832416"
"5478457","Endotoxin and bacteremia due to gram-negative organisms","McCabe WR.","N Engl J Med. 1970 Dec 10;283(24):1342-3. doi: 10.1056/NEJM197012102832412.","McCabe WR","N Engl J Med","1970","1970/12/10","","","10.1056/NEJM197012102832412"
"5478456","Thromboembolism--a continuing challenge","Weiss HJ.","N Engl J Med. 1970 Dec 10;283(24):1341-2. doi: 10.1056/NEJM197012102832411.","Weiss HJ","N Engl J Med","1970","1970/12/10","","","10.1056/NEJM197012102832411"
"5478455","Seeking the causes of malabsorption","","N Engl J Med. 1970 Dec 10;283(24):1340-1. doi: 10.1056/NEJM197012102832410.","","N Engl J Med","1970","1970/12/10","","","10.1056/NEJM197012102832410"
"5478454","Hypogonadotropic hypogonadism associated with anosmia in the female","Tagatz G, Fialkow PJ, Smith D, Spadoni L.","N Engl J Med. 1970 Dec 10;283(24):1326-9. doi: 10.1056/NEJM197012102832407.","Tagatz G","N Engl J Med","1970","1970/12/10","","","10.1056/NEJM197012102832407"
"5478453","Detection of endotoxin in the blood of patients with sepsis due to gram-negative bacteria","Levin J, Poore TE, Zauber NP, Oser RS.","N Engl J Med. 1970 Dec 10;283(24):1313-6. doi: 10.1056/NEJM197012102832404.","Levin J","N Engl J Med","1970","1970/12/10","","","10.1056/NEJM197012102832404"
"5478452","Human coccidiosis--a possible cause of malabsorption","Brandborg LL, Goldberg SB, Breidenbach WC.","N Engl J Med. 1970 Dec 10;283(24):1306-13. doi: 10.1056/NEJM197012102832403.","Brandborg LL","N Engl J Med","1970","1970/12/10","","","10.1056/NEJM197012102832403"
"5478451","Studies of platelet and fibrinogen kinetics in patients with prosthetic heart valves","Harker LA, Slichter SJ.","N Engl J Med. 1970 Dec 10;283(24):1302-5. doi: 10.1056/NEJM197012102832402.","Harker LA","N Engl J Med","1970","1970/12/10","","","10.1056/NEJM197012102832402"
"5478450","Collagenous sprue--an unrecognized type of malabsorption","Weinstein WM, Saunders DR, Tytgat GN, Rubin CE.","N Engl J Med. 1970 Dec 10;283(24):1297-301. doi: 10.1056/NEJM197012102832401.","Weinstein WM","N Engl J Med","1970","1970/12/10","","","10.1056/NEJM197012102832401"
"5273674","Association of paroxysmal nocturnal hemoglobinuria with erythroleukemia","Carmel R, Coltman CA Jr, Yatteau RF, Costanzi JJ.","N Engl J Med. 1970 Dec 10;283(24):1329-31. doi: 10.1056/NEJM197012102832408.","Carmel R","N Engl J Med","1970","1970/12/10","","","10.1056/NEJM197012102832408"
"4991251","""Rifampin--now that the secret is out""","","N Engl J Med. 1970 Dec 10;283(24):1347-8. doi: 10.1056/NEJM197012102832419.","","N Engl J Med","1970","1970/12/10","","","10.1056/NEJM197012102832419"
"4920695","Laboratories approved for serologic tests for syphilis","","N Engl J Med. 1970 Dec 10;283(24):1343-5. doi: 10.1056/NEJM197012102832413.","","N Engl J Med","1970","1970/12/10","","","10.1056/NEJM197012102832413"
"4920694","The columnar epithelial cell of the small intestine: digestion and transport. 3","Gardner JD, Brown MS, Laster L.","N Engl J Med. 1970 Dec 10;283(24):1317-24. doi: 10.1056/NEJM197012102832405.","Gardner JD","N Engl J Med","1970","1970/12/10","","","10.1056/NEJM197012102832405"
"4249104","Pediatric dentistry for the child with hemophilia","Steinle CJ, Kisker CT.","N Engl J Med. 1970 Dec 10;283(24):1325-6. doi: 10.1056/NEJM197012102832406.","Steinle CJ","N Engl J Med","1970","1970/12/10","","","10.1056/NEJM197012102832406"
"5476496","Homosexuals in medicine","","N Engl J Med. 1970 Dec 3;283(23):1295. doi: 10.1056/NEJM197012032832329.","","N Engl J Med","1970","1970/12/03","","","10.1056/NEJM197012032832329"
"5476495","To draw a new line","Hecht F.","N Engl J Med. 1970 Dec 3;283(23):1294-5. doi: 10.1056/nejm197012032832328.","Hecht F","N Engl J Med","1970","1970/12/03","","","10.1056/nejm197012032832328"
"5476494","Licensure problems of foreign medical graduates","Herzenberg H.","N Engl J Med. 1970 Dec 3;283(23):1294. doi: 10.1056/NEJM197012032832327.","Herzenberg H","N Engl J Med","1970","1970/12/03","","","10.1056/NEJM197012032832327"
"5476493","Race and poverty","Lippman HE.","N Engl J Med. 1970 Dec 3;283(23):1293-4. doi: 10.1056/nejm197012032832325.","Lippman HE","N Engl J Med","1970","1970/12/03","","","10.1056/nejm197012032832325"
"5476492","A helmet for every driver","Hill JE.","N Engl J Med. 1970 Dec 3;283(23):1293. doi: 10.1056/nejm197012032832324.","Hill JE","N Engl J Med","1970","1970/12/03","","","10.1056/nejm197012032832324"
"5476491","Research on the effects of alcohol","Dickman RL.","N Engl J Med. 1970 Dec 3;283(23):1293. doi: 10.1056/NEJM197012032832323.","Dickman RL","N Engl J Med","1970","1970/12/03","","","10.1056/NEJM197012032832323"
"5476490","Lead release from earthenware","Klein M.","N Engl J Med. 1970 Dec 3;283(23):1292. doi: 10.1056/nejm197012032832322.","Klein M","N Engl J Med","1970","1970/12/03","","","10.1056/nejm197012032832322"
"5476489","Screening for rubella during pregnancy","Ruben RJ.","N Engl J Med. 1970 Dec 3;283(23):1292. doi: 10.1056/NEJM197012032832321.","Ruben RJ","N Engl J Med","1970","1970/12/03","","","10.1056/NEJM197012032832321"
"5476488","Salmonellosis and schistosomiasis of urinary tract","Lehman JS Jr, Farid Z, Bassily S.","N Engl J Med. 1970 Dec 3;283(23):1291. doi: 10.1056/nejm197012032832319.","Lehman JS Jr","N Engl J Med","1970","1970/12/03","","","10.1056/nejm197012032832319"
"5476487","Action of chloramphenicol","Jawetz E.","N Engl J Med. 1970 Dec 3;283(23):1290.","Jawetz E","N Engl J Med","1970","1970/12/03","","",""
"5476486","Plasmapheresis in acute pulmonary edema","Lucian S, Nicolae M.","N Engl J Med. 1970 Dec 3;283(23):1289-90. doi: 10.1056/nejm197012032832315.","Lucian S","N Engl J Med","1970","1970/12/03","","","10.1056/nejm197012032832315"
"5476485","Dopamine analogues for studies of parkinsonism","Cotzias GC, Düby S, Ginos JZ, Steck A, Papavasiliou PS.","N Engl J Med. 1970 Dec 3;283(23):1289. doi: 10.1056/NEJM197012032832314.","Cotzias GC","N Engl J Med","1970","1970/12/03","","","10.1056/NEJM197012032832314"
